student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,risk_score
7180,15,female,public,graduate,2.5,60.5,yes,<15 min,no,mixed,57.0,46.0,42.0,52.5,e,80.0
7181,16,other,public,diploma,3.5,69.2,yes,>60 min,yes,textbook,66.8,65.4,55.8,56.3,d,38.07
7182,18,female,public,no formal,4.0,82.3,yes,>60 min,no,textbook,63.5,66.7,65.0,57.5,d,36.74999999999999
7183,14,other,public,high school,2.9,56.7,yes,<15 min,yes,online videos,37.9,56.4,40.9,46.7,e,90.0
7184,15,male,public,phd,2.6,89.8,yes,15-30 min,yes,coaching,57.6,63.4,45.3,54.8,e,80.0
7185,15,other,private,graduate,2.4,91.8,yes,>60 min,no,mixed,65.9,35.4,56.6,47.3,e,80.0
7186,18,other,public,phd,5.7,76.0,yes,<15 min,yes,group study,73.4,83.9,85.2,75.7,c,16.72999999999999
7187,16,other,private,graduate,2.8,68.3,no,<15 min,no,mixed,61.7,51.3,43.8,54.6,e,80.0
7188,14,female,public,high school,5.7,62.6,yes,30-60 min,no,textbook,92.9,70.0,66.1,73.6,c,19.040000000000006
7189,15,female,public,diploma,6.1,86.2,yes,>60 min,no,notes,84.2,89.2,100.0,89.4,b,1.6599999999999824
7190,14,male,public,post graduate,5.9,67.0,yes,15-30 min,yes,textbook,69.5,83.1,76.2,82.6,c,9.14
7191,16,other,public,high school,7.4,90.5,yes,<15 min,no,notes,99.7,81.7,100.0,100.0,a,-10.000000000000014
7192,19,other,public,graduate,7.7,86.6,yes,>60 min,no,mixed,92.7,100.0,88.7,98.2,a,-8.02000000000001
7193,17,male,public,phd,1.6,67.6,yes,30-60 min,no,mixed,43.4,43.9,40.4,42.8,e,80.0
7194,19,male,public,phd,2.9,61.4,yes,30-60 min,yes,coaching,37.3,51.5,76.8,49.6,e,80.0
7195,18,other,public,diploma,6.4,67.9,yes,15-30 min,no,group study,61.6,58.7,58.3,73.2,c,19.47999999999999
7196,19,other,public,high school,6.4,67.1,no,>60 min,no,mixed,69.1,62.4,61.2,70.8,c,22.11999999999999
7197,15,female,private,graduate,1.0,97.8,yes,30-60 min,no,mixed,44.9,45.6,37.2,49.6,e,80.0
7198,19,male,public,graduate,7.7,81.4,no,<15 min,no,textbook,100.0,100.0,100.0,100.0,a,-10.000000000000014
7199,15,other,private,post graduate,6.9,82.9,yes,>60 min,no,textbook,76.8,92.1,63.1,83.8,c,7.819999999999993
7200,16,female,public,no formal,7.2,64.2,yes,15-30 min,yes,group study,85.6,82.6,100.0,89.5,b,1.5499999999999972
7201,18,other,public,graduate,2.0,68.2,yes,30-60 min,no,textbook,47.8,50.9,41.0,43.0,e,80.0
7202,15,other,private,no formal,4.3,73.3,yes,30-60 min,yes,textbook,92.6,59.4,56.3,65.8,d,27.61999999999999
7203,15,female,public,phd,3.8,98.8,no,<15 min,yes,group study,67.4,64.7,80.7,69.5,d,23.549999999999997
7204,14,male,public,phd,3.2,83.4,yes,>60 min,yes,mixed,65.0,53.5,53.1,55.1,d,39.38999999999999
7205,14,other,public,post graduate,2.2,57.7,yes,>60 min,no,textbook,44.7,43.7,62.9,48.9,e,90.0
7206,17,other,public,high school,1.5,99.5,yes,>60 min,no,group study,35.5,51.7,50.5,48.6,e,80.0
7207,19,other,private,post graduate,7.0,63.5,yes,30-60 min,yes,notes,65.9,66.8,70.3,73.9,c,18.709999999999994
7208,15,female,private,diploma,4.5,81.1,yes,15-30 min,yes,group study,62.4,70.2,71.2,65.4,d,28.059999999999988
7209,16,other,public,graduate,5.0,93.8,yes,<15 min,no,coaching,98.0,81.4,88.5,80.7,c,11.22999999999999
7210,19,other,public,high school,2.5,80.8,yes,15-30 min,no,group study,60.7,39.2,53.6,52.0,e,80.0
7211,18,male,private,diploma,7.5,96.3,yes,<15 min,no,group study,100.0,100.0,85.5,93.4,b,-2.740000000000009
7212,14,male,public,phd,7.5,92.4,yes,15-30 min,yes,coaching,95.6,100.0,100.0,100.0,a,-10.000000000000014
7213,17,male,private,high school,5.5,51.8,yes,30-60 min,no,coaching,60.4,68.4,65.2,66.2,d,90.0
7214,14,other,private,diploma,2.9,84.3,no,30-60 min,no,notes,56.6,60.2,59.6,65.8,d,80.0
7215,15,male,private,high school,2.2,86.0,yes,15-30 min,no,group study,62.7,39.9,65.2,55.1,d,80.0
7216,15,female,private,high school,5.0,68.6,yes,<15 min,yes,mixed,68.3,61.7,64.8,58.3,d,35.870000000000005
7217,17,other,public,diploma,6.7,95.5,yes,>60 min,yes,notes,100.0,100.0,100.0,96.1,a,-5.710000000000008
7218,15,female,private,graduate,7.8,90.0,no,>60 min,yes,coaching,83.5,70.8,91.7,96.7,a,-6.370000000000019
7219,15,male,private,no formal,1.0,68.4,yes,30-60 min,no,online videos,28.8,46.4,25.1,37.2,f,80.0
7220,15,female,private,high school,3.0,61.2,no,30-60 min,no,textbook,71.5,39.8,56.4,50.9,e,44.01
7221,16,male,private,post graduate,3.4,60.6,yes,>60 min,no,textbook,66.4,65.0,55.9,59.1,d,34.989999999999995
7222,17,female,private,high school,3.3,61.0,yes,15-30 min,no,group study,52.4,31.0,42.3,41.4,e,95.0
7223,16,other,public,diploma,5.5,79.5,no,30-60 min,yes,coaching,76.4,84.0,93.7,77.7,c,14.529999999999987
7224,15,female,private,post graduate,4.6,82.1,yes,30-60 min,yes,textbook,69.6,72.8,75.1,60.9,d,33.00999999999999
7225,17,other,private,post graduate,7.2,57.4,no,30-60 min,yes,online videos,69.8,74.3,62.9,73.8,c,90.0
7226,17,male,public,phd,2.2,77.4,yes,>60 min,no,notes,54.0,52.5,61.7,47.6,e,80.0
7227,14,other,private,no formal,3.5,62.5,no,<15 min,no,mixed,57.3,60.8,69.8,58.4,d,35.75999999999999
7228,19,female,private,post graduate,4.6,95.5,yes,15-30 min,yes,textbook,66.6,60.1,66.0,67.6,d,25.64
7229,19,male,public,post graduate,6.6,92.8,yes,>60 min,no,group study,80.6,79.2,92.9,80.5,c,11.449999999999989
7230,17,female,private,no formal,6.7,55.8,yes,<15 min,no,group study,53.2,80.6,70.0,75.3,c,90.0
7231,17,male,private,phd,6.9,62.6,yes,30-60 min,no,online videos,60.7,85.7,73.5,72.8,c,19.92
7232,18,female,public,high school,4.4,97.2,yes,30-60 min,no,textbook,85.5,68.1,84.0,73.9,c,18.709999999999994
7233,16,female,public,diploma,2.3,64.9,yes,>60 min,yes,mixed,42.0,40.5,29.5,35.8,f,80.0
7234,16,male,public,post graduate,5.9,90.8,yes,<15 min,no,online videos,96.0,87.0,79.7,90.5,b,0.44999999999998863
7235,16,other,public,graduate,7.7,52.5,yes,30-60 min,yes,coaching,63.8,83.2,82.2,77.0,c,90.0
7236,14,female,private,high school,2.6,69.4,yes,15-30 min,no,online videos,41.6,54.0,42.8,46.8,e,80.0
7237,19,male,private,high school,2.0,80.7,yes,15-30 min,no,textbook,54.8,42.3,49.1,43.5,e,80.0
7238,15,female,private,post graduate,0.7,70.0,yes,<15 min,no,textbook,22.3,40.9,33.9,36.7,f,80.0
7239,15,other,public,high school,5.5,89.5,yes,15-30 min,no,mixed,65.4,57.7,51.9,72.5,c,20.25
7240,19,other,private,diploma,4.6,99.0,yes,>60 min,yes,mixed,57.5,78.3,69.0,72.6,c,20.14
7241,17,female,public,post graduate,1.5,75.7,yes,>60 min,yes,textbook,44.2,41.9,48.6,38.2,f,80.0
7242,17,other,public,phd,2.0,73.2,yes,>60 min,no,mixed,48.2,65.5,55.0,55.1,d,80.0
7243,15,male,private,post graduate,5.5,85.2,yes,30-60 min,no,online videos,97.2,66.5,82.5,84.8,c,6.719999999999999
7244,15,female,private,diploma,3.8,87.7,yes,>60 min,yes,textbook,62.3,59.7,51.7,60.8,d,33.120000000000005
7245,18,male,public,high school,2.2,53.0,yes,30-60 min,no,mixed,45.9,29.8,51.7,42.0,e,90.0
7246,16,other,public,phd,5.0,71.9,yes,<15 min,no,notes,80.7,64.0,61.0,75.7,c,16.72999999999999
7247,14,other,private,graduate,0.9,75.0,yes,30-60 min,yes,coaching,56.7,21.7,40.6,41.7,e,80.0
7248,19,male,private,diploma,0.6,65.4,yes,<15 min,yes,notes,42.4,38.5,53.8,35.9,f,80.0
7249,16,male,private,phd,2.5,88.0,yes,15-30 min,no,notes,76.3,59.0,56.6,64.9,d,80.0
7250,18,other,public,post graduate,2.7,94.3,yes,>60 min,no,mixed,58.9,66.2,71.6,65.1,d,80.0
7251,16,female,public,diploma,1.3,92.3,yes,>60 min,yes,notes,31.1,39.4,35.5,38.1,f,80.0
7252,17,male,public,high school,1.4,81.7,no,30-60 min,no,textbook,27.5,46.9,28.3,42.6,e,80.0
7253,18,male,public,no formal,1.8,89.7,yes,30-60 min,yes,textbook,57.8,58.9,62.3,52.6,e,80.0
7254,19,female,public,graduate,5.9,61.6,yes,15-30 min,yes,textbook,77.6,94.8,61.9,81.7,c,10.129999999999995
7255,15,male,private,no formal,6.5,51.3,yes,>60 min,no,notes,71.5,72.1,72.2,72.7,c,90.0
7256,18,male,public,high school,1.9,75.7,yes,30-60 min,yes,notes,54.0,50.3,79.3,53.9,e,80.0
7257,19,male,public,post graduate,5.4,70.5,no,30-60 min,yes,notes,70.2,53.8,64.8,65.4,d,28.059999999999988
7258,17,male,public,no formal,2.3,94.1,yes,30-60 min,no,mixed,48.4,59.1,38.6,54.1,e,80.0
7259,14,other,private,phd,7.1,89.5,yes,>60 min,yes,coaching,90.4,79.0,80.6,87.0,b,4.299999999999997
7260,15,other,private,diploma,2.5,69.1,no,30-60 min,yes,notes,39.9,54.0,60.7,52.1,e,80.0
7261,15,other,private,phd,1.5,50.9,yes,15-30 min,no,online videos,49.7,57.6,37.2,37.7,f,90.0
7262,14,male,public,high school,3.8,63.7,yes,15-30 min,no,textbook,28.6,35.5,39.1,50.9,e,44.01
7263,18,male,public,diploma,1.7,68.0,yes,15-30 min,yes,online videos,32.7,32.3,40.7,43.6,e,80.0
7264,19,male,private,phd,2.0,83.8,no,30-60 min,no,group study,60.6,54.9,53.8,53.9,e,80.0
7265,17,female,public,graduate,3.0,95.2,yes,15-30 min,yes,notes,77.6,60.5,81.3,71.7,c,21.129999999999995
7266,17,male,private,post graduate,5.5,61.0,yes,<15 min,yes,online videos,65.6,71.5,54.9,59.4,d,34.66
7267,18,male,public,post graduate,1.4,89.3,yes,30-60 min,no,notes,36.6,39.7,51.5,49.7,e,80.0
7268,16,other,public,post graduate,2.6,86.4,yes,>60 min,yes,group study,29.7,59.0,49.8,59.7,d,80.0
7269,16,female,public,diploma,6.9,67.7,yes,<15 min,no,coaching,93.8,84.5,85.9,80.1,c,11.89
7270,17,other,private,diploma,2.6,50.8,yes,>60 min,yes,group study,35.8,22.1,25.1,35.6,f,90.0
7271,15,male,private,no formal,1.8,51.6,yes,>60 min,yes,mixed,31.2,25.6,22.9,25.2,f,90.0
7272,14,other,private,high school,4.5,81.0,yes,>60 min,yes,group study,65.9,88.3,67.4,74.8,c,17.72
7273,17,other,private,no formal,0.7,92.4,yes,<15 min,yes,mixed,34.2,39.5,41.7,34.6,f,80.0
7274,18,other,private,high school,6.5,81.6,yes,15-30 min,yes,notes,63.1,75.4,83.2,79.2,c,12.879999999999995
7275,14,female,public,post graduate,2.2,88.7,yes,>60 min,yes,textbook,54.3,64.1,60.2,57.2,d,80.0
7276,15,other,private,high school,1.5,75.1,yes,<15 min,yes,notes,55.1,23.4,64.8,46.5,e,80.0
7277,15,female,public,diploma,6.6,63.1,no,>60 min,no,online videos,48.1,63.7,76.7,69.5,d,23.549999999999997
7278,18,female,private,graduate,6.8,52.0,yes,30-60 min,no,online videos,100.0,66.3,88.4,81.5,c,90.0
7279,17,male,private,no formal,6.0,90.9,no,15-30 min,yes,notes,73.0,88.9,94.9,86.7,b,4.6299999999999955
7280,17,male,private,post graduate,2.3,73.7,yes,15-30 min,yes,notes,32.7,39.6,35.4,39.0,f,80.0
7281,17,other,public,post graduate,4.5,93.8,yes,15-30 min,yes,coaching,77.1,71.4,77.7,80.6,c,11.340000000000003
7282,15,male,public,high school,7.8,68.5,yes,<15 min,no,online videos,100.0,100.0,90.9,92.8,b,-2.0799999999999983
7283,18,male,private,no formal,4.1,63.8,yes,15-30 min,no,group study,59.8,42.2,46.5,62.2,d,31.58
7284,14,male,public,no formal,7.6,83.4,yes,>60 min,yes,group study,100.0,100.0,86.0,100.0,a,-10.000000000000014
7285,14,female,private,high school,5.6,80.2,yes,<15 min,no,online videos,61.4,82.9,74.8,73.0,c,19.69999999999999
7286,18,other,private,no formal,6.8,85.2,yes,<15 min,no,online videos,89.0,95.3,100.0,94.4,b,-3.8400000000000176
7287,17,male,private,no formal,1.9,54.6,yes,15-30 min,yes,coaching,46.4,40.5,43.1,45.9,e,90.0
7288,15,male,public,diploma,7.5,54.2,yes,<15 min,yes,textbook,57.9,73.8,61.7,76.6,c,90.0
7289,16,other,public,graduate,6.9,78.5,yes,15-30 min,no,coaching,77.8,92.8,79.5,89.9,b,1.1099999999999852
7290,14,male,private,no formal,6.4,77.4,yes,>60 min,no,online videos,76.5,75.3,64.5,82.0,c,9.799999999999997
7291,18,female,public,graduate,7.6,54.6,yes,30-60 min,no,mixed,91.2,84.6,100.0,86.3,b,90.0
7292,18,other,public,diploma,6.4,71.5,yes,<15 min,no,online videos,81.8,85.2,80.7,82.2,c,9.579999999999984
7293,15,female,public,high school,4.8,81.7,yes,<15 min,yes,coaching,77.5,76.3,74.9,70.7,c,22.22999999999999
7294,16,male,public,no formal,5.4,77.1,yes,>60 min,yes,mixed,65.4,87.6,84.5,74.3,c,18.269999999999996
7295,15,other,private,post graduate,6.7,59.3,yes,>60 min,no,coaching,83.3,85.0,65.2,70.5,c,90.0
7296,16,male,private,no formal,6.1,96.4,yes,30-60 min,yes,online videos,100.0,94.6,93.9,95.7,a,-5.27000000000001
7297,15,male,public,high school,4.9,51.7,yes,15-30 min,yes,mixed,53.5,41.2,56.7,57.1,d,90.0
7298,15,male,public,post graduate,5.0,63.6,yes,30-60 min,no,online videos,60.6,65.2,75.2,65.6,d,27.840000000000003
7299,16,female,public,graduate,7.1,53.4,yes,>60 min,no,notes,74.7,92.7,81.2,79.7,c,90.0
7300,19,other,public,phd,0.6,64.2,no,<15 min,yes,textbook,18.1,26.2,30.8,27.4,f,80.0
7301,18,female,public,no formal,5.9,84.3,yes,30-60 min,no,textbook,67.6,88.6,66.4,72.8,c,19.92
7302,15,male,private,high school,4.7,51.2,yes,15-30 min,yes,notes,49.6,38.1,42.4,50.6,e,90.0
7303,19,female,private,graduate,6.8,51.9,yes,15-30 min,no,mixed,76.0,77.8,79.4,73.8,c,90.0
7304,15,male,private,high school,2.0,60.3,yes,>60 min,no,online videos,53.0,48.6,48.0,44.6,e,80.0
7305,19,female,public,diploma,4.4,51.4,yes,>60 min,yes,mixed,50.8,66.0,43.5,48.9,e,90.0
7306,15,male,private,high school,1.5,69.5,yes,30-60 min,yes,notes,35.5,49.5,45.3,49.0,e,80.0
7307,17,other,public,post graduate,5.4,61.5,no,30-60 min,yes,group study,69.0,74.8,73.1,70.5,c,22.44999999999999
7308,15,other,public,post graduate,6.2,66.1,yes,15-30 min,no,group study,90.2,90.0,76.0,83.3,c,8.36999999999999
7309,18,other,private,post graduate,5.2,91.9,yes,>60 min,no,coaching,100.0,72.4,73.7,83.2,c,8.47999999999999
7310,15,male,private,graduate,4.7,71.6,yes,<15 min,yes,coaching,62.7,57.3,45.6,63.3,d,30.370000000000005
7311,19,male,private,diploma,3.1,50.8,yes,15-30 min,yes,notes,47.6,51.4,55.3,48.2,e,90.0
7312,14,male,private,graduate,5.3,77.3,yes,<15 min,yes,group study,81.7,84.9,80.0,83.2,c,8.47999999999999
7313,17,other,private,no formal,7.2,55.5,yes,<15 min,no,group study,72.6,67.3,65.2,70.2,c,90.0
7314,14,other,private,graduate,5.9,53.0,yes,>60 min,yes,online videos,70.1,81.9,80.0,78.0,c,90.0
7315,19,male,public,high school,0.7,66.4,yes,<15 min,no,coaching,50.5,42.5,41.0,41.0,e,80.0
7316,16,other,public,phd,4.3,63.6,yes,15-30 min,yes,coaching,59.1,66.1,46.8,56.6,d,37.739999999999995
7317,18,female,public,high school,6.0,55.6,no,30-60 min,no,notes,92.9,64.6,66.5,70.1,c,90.0
7318,19,male,public,no formal,4.3,64.9,yes,15-30 min,yes,mixed,58.1,61.7,63.9,58.8,d,35.31999999999999
7319,17,male,public,phd,4.9,74.2,yes,15-30 min,yes,mixed,75.7,63.8,68.3,67.6,d,25.64
7320,14,male,private,no formal,7.3,62.6,yes,>60 min,no,textbook,73.1,72.3,87.1,77.5,c,14.75
7321,15,other,public,graduate,7.1,51.6,yes,15-30 min,yes,mixed,84.5,94.3,87.8,81.6,c,90.0
7322,15,male,private,diploma,1.1,94.6,yes,15-30 min,no,mixed,47.3,50.9,45.8,41.4,e,80.0
7323,19,male,private,high school,4.3,82.6,yes,<15 min,yes,mixed,78.6,61.2,44.3,60.2,d,33.77999999999999
7324,19,other,public,diploma,5.2,85.3,yes,15-30 min,no,group study,61.9,60.3,81.8,65.8,d,27.61999999999999
7325,16,male,public,post graduate,6.9,70.4,yes,<15 min,yes,textbook,69.9,87.2,75.5,74.1,c,18.489999999999995
7326,19,male,private,no formal,2.5,78.7,yes,<15 min,yes,notes,57.0,74.8,63.3,56.7,d,80.0
7327,15,other,public,graduate,1.5,85.1,yes,<15 min,no,notes,30.4,33.3,63.5,47.7,e,80.0
7328,18,other,private,phd,5.0,67.8,yes,>60 min,no,online videos,66.4,51.7,60.8,57.8,d,36.419999999999995
7329,16,female,private,high school,4.0,91.6,yes,15-30 min,yes,mixed,77.1,72.2,58.9,77.7,c,14.529999999999987
7330,15,other,public,post graduate,2.4,88.6,yes,15-30 min,yes,textbook,55.9,49.1,31.7,51.4,e,80.0
7331,15,other,public,phd,7.6,64.4,yes,15-30 min,yes,mixed,90.0,90.7,78.3,94.7,b,-4.170000000000016
7332,16,female,private,phd,2.9,66.6,no,>60 min,yes,group study,50.6,50.1,39.6,51.6,e,80.0
7333,16,other,private,graduate,0.9,59.2,yes,>60 min,yes,textbook,41.8,42.1,46.8,35.5,f,90.0
7334,15,male,public,phd,0.9,75.1,yes,<15 min,yes,coaching,50.6,42.8,52.2,45.9,e,80.0
7335,16,male,private,post graduate,2.0,90.6,no,<15 min,yes,notes,50.4,56.1,63.3,60.4,d,80.0
7336,14,other,private,graduate,1.4,78.2,no,<15 min,yes,textbook,50.7,40.9,40.0,42.1,e,80.0
7337,19,male,public,no formal,3.5,67.7,yes,<15 min,yes,coaching,48.3,48.6,62.1,46.2,e,95.0
7338,16,other,private,phd,1.1,70.5,yes,<15 min,no,textbook,43.9,47.5,45.0,46.6,e,80.0
7339,14,female,public,high school,4.7,84.6,yes,30-60 min,no,mixed,64.7,72.0,54.2,69.0,d,24.099999999999994
7340,17,other,private,post graduate,3.6,75.7,yes,30-60 min,no,mixed,61.8,55.5,52.0,56.0,d,38.39999999999999
7341,19,female,private,graduate,5.0,77.6,yes,30-60 min,no,mixed,63.7,68.6,81.5,74.4,c,18.159999999999982
7342,16,male,private,diploma,7.9,80.5,yes,30-60 min,no,notes,88.5,100.0,100.0,100.0,a,-10.000000000000014
7343,19,female,public,post graduate,7.9,86.9,yes,15-30 min,no,textbook,100.0,84.3,78.0,99.9,a,-9.890000000000015
7344,17,other,private,graduate,3.6,81.3,yes,15-30 min,yes,group study,69.4,72.2,63.9,66.6,d,26.739999999999995
7345,18,other,public,post graduate,3.3,84.2,yes,<15 min,yes,group study,56.0,60.0,66.7,51.1,e,43.78999999999999
7346,15,other,public,phd,5.6,83.3,yes,15-30 min,yes,coaching,82.6,74.1,77.3,85.0,b,6.499999999999986
7347,14,other,private,high school,3.3,96.3,yes,15-30 min,yes,mixed,71.1,74.8,56.8,65.6,d,27.840000000000003
7348,16,other,private,post graduate,6.3,86.8,no,15-30 min,no,online videos,74.4,96.0,81.9,81.4,c,10.45999999999998
7349,19,other,public,no formal,5.0,77.3,yes,>60 min,no,online videos,69.6,56.4,79.4,65.1,d,28.39
7350,18,female,private,post graduate,2.0,94.9,yes,15-30 min,no,mixed,45.0,58.5,43.2,55.9,d,80.0
7351,18,female,private,no formal,3.6,95.0,yes,>60 min,no,notes,81.8,67.6,74.9,71.5,c,21.349999999999994
7352,19,female,public,high school,7.0,67.6,yes,15-30 min,no,notes,97.8,86.5,84.5,88.3,b,2.8699999999999903
7353,16,other,public,high school,4.7,90.3,yes,>60 min,yes,textbook,70.2,68.0,56.8,73.3,c,19.36999999999999
7354,15,female,private,post graduate,5.8,99.1,yes,15-30 min,no,online videos,74.2,66.5,77.6,78.9,c,13.209999999999994
7355,19,other,private,diploma,5.8,60.3,yes,>60 min,yes,notes,75.8,84.1,65.7,69.9,d,23.109999999999985
7356,17,other,public,diploma,4.1,69.8,yes,>60 min,yes,coaching,50.5,59.6,61.0,60.3,d,33.67
7357,15,male,private,diploma,2.7,70.8,yes,>60 min,yes,mixed,33.8,41.3,33.8,40.2,e,80.0
7358,15,other,private,graduate,5.0,80.5,yes,30-60 min,no,textbook,84.5,79.9,71.1,72.9,c,19.809999999999988
7359,19,other,private,phd,1.3,98.1,yes,>60 min,yes,coaching,48.8,56.7,43.9,51.4,e,80.0
7360,14,female,private,post graduate,5.0,65.3,yes,>60 min,no,notes,72.3,64.8,83.3,69.8,d,23.22
7361,14,male,private,no formal,1.3,87.7,yes,<15 min,yes,notes,23.2,31.9,24.3,36.5,f,80.0
7362,18,male,private,graduate,7.3,88.9,yes,30-60 min,yes,coaching,93.5,85.8,88.2,88.3,b,2.8699999999999903
7363,14,other,private,no formal,6.1,84.8,yes,30-60 min,no,online videos,99.8,95.1,79.3,84.4,c,7.159999999999982
7364,15,male,private,no formal,1.9,79.4,yes,15-30 min,yes,textbook,55.5,48.7,48.8,52.8,e,80.0
7365,19,female,private,high school,6.4,78.6,yes,30-60 min,yes,mixed,88.6,70.3,74.0,76.0,c,16.39999999999999
7366,16,female,public,post graduate,5.9,64.1,yes,>60 min,no,mixed,63.9,64.9,63.4,70.6,c,22.340000000000003
7367,18,male,public,phd,6.0,56.9,yes,15-30 min,no,notes,93.3,71.7,51.3,71.3,c,90.0
7368,16,other,private,high school,3.0,66.7,yes,<15 min,no,textbook,50.3,54.4,65.0,51.1,e,43.78999999999999
7369,14,female,private,phd,4.4,61.5,yes,30-60 min,no,mixed,52.6,89.0,56.7,62.1,d,31.689999999999998
7370,15,male,private,high school,4.9,82.6,yes,>60 min,no,group study,55.4,60.3,81.0,71.8,c,21.019999999999996
7371,18,male,private,high school,3.3,92.7,yes,<15 min,yes,textbook,70.6,52.7,54.2,63.8,d,29.819999999999993
7372,14,female,public,no formal,4.7,57.9,yes,>60 min,yes,textbook,67.1,71.0,63.6,55.4,d,90.0
7373,17,male,private,no formal,2.3,83.0,yes,30-60 min,yes,coaching,24.6,20.2,36.0,42.2,e,80.0
7374,16,other,public,graduate,7.1,56.1,yes,<15 min,no,notes,91.1,95.5,85.0,85.8,b,90.0
7375,16,female,public,diploma,7.7,69.0,no,15-30 min,no,online videos,85.3,80.4,74.1,87.6,b,3.6400000000000006
7376,19,female,private,no formal,3.0,58.7,yes,<15 min,no,coaching,54.3,42.2,29.2,43.6,e,90.0
7377,17,female,private,graduate,3.1,65.0,yes,30-60 min,yes,online videos,51.5,57.5,50.6,58.9,d,35.209999999999994
7378,17,male,private,diploma,2.1,92.9,yes,15-30 min,no,mixed,58.1,66.0,61.4,51.2,e,80.0
7379,16,female,public,diploma,7.0,71.0,yes,30-60 min,yes,group study,100.0,83.8,97.7,87.2,b,4.079999999999984
7380,16,female,public,phd,1.7,55.4,yes,30-60 min,no,textbook,21.5,35.0,29.8,26.9,f,90.0
7381,18,male,private,diploma,6.5,59.9,yes,>60 min,yes,mixed,65.5,69.9,90.4,74.4,c,90.0
7382,14,female,public,diploma,6.7,92.2,yes,15-30 min,no,textbook,100.0,74.9,81.3,82.8,c,8.920000000000002
7383,15,female,private,post graduate,2.9,70.5,yes,30-60 min,yes,coaching,62.4,55.0,54.2,61.4,d,80.0
7384,17,male,public,phd,6.3,96.8,yes,>60 min,yes,notes,93.0,90.1,89.9,94.7,b,-4.170000000000016
7385,17,other,public,post graduate,3.9,78.1,yes,15-30 min,yes,group study,52.0,45.5,63.7,58.6,d,35.53999999999999
7386,14,female,private,diploma,3.1,75.4,yes,>60 min,no,group study,75.3,60.5,59.8,63.4,d,30.25999999999999
7387,18,male,private,high school,7.2,72.8,yes,15-30 min,no,coaching,93.7,100.0,100.0,95.8,a,-5.38000000000001
7388,17,female,public,high school,3.9,88.7,yes,15-30 min,no,mixed,62.0,71.2,58.4,63.7,d,29.929999999999993
7389,15,male,private,no formal,0.9,91.8,no,30-60 min,no,mixed,40.4,45.1,55.2,45.5,e,80.0
7390,18,female,public,post graduate,5.3,56.4,yes,<15 min,no,online videos,63.9,67.4,68.2,63.4,d,90.0
7391,19,male,private,post graduate,5.4,70.4,yes,30-60 min,yes,group study,81.3,74.2,84.4,77.8,c,14.420000000000002
7392,16,female,private,diploma,5.3,64.1,yes,>60 min,no,coaching,71.0,59.4,47.9,58.6,d,35.53999999999999
7393,15,male,private,phd,3.2,95.0,yes,30-60 min,no,online videos,42.6,58.1,30.7,54.4,e,40.16
7394,15,male,public,phd,5.6,86.7,yes,15-30 min,yes,mixed,84.7,75.4,89.7,88.8,b,2.319999999999993
7395,17,male,public,graduate,2.7,64.6,yes,15-30 min,no,group study,66.3,53.3,42.5,48.6,e,80.0
7396,14,male,private,high school,4.0,70.4,yes,30-60 min,no,notes,58.6,62.1,60.8,57.5,d,36.74999999999999
7397,16,female,private,graduate,2.1,71.0,yes,<15 min,no,group study,51.3,38.4,49.5,45.0,e,80.0
